time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons,
850.8999996,0.097598469,544.314124,,,,,,,,
851.1000012,0.097634749,544.333872,,,,,,,,
851.2999992,0.097671027,544.46388,,,,,,,,
851.5000008,0.097707304,544.593896,,,,,,,,
851.7999996,0.097707304,544.593896,,,,,,,,
852.0000012,0.09774358,544.613652,,,,,,,,
852.1999992,0.097779855,544.74368,,,,,,,,
852.4000008,0.097816128,544.76344,,,,,,,,
852.5999988,0.0978524,544.89348,,,,,,,,
852.9000012,0.0978524,544.89348,,,,,,,,
853.0999992,0.097879603,545.018586,,,,,,,,
853.3000008,0.097915873,545.038354,,,,,,,,
853.4999988,0.097952141,545.058122,,,,,,,,
853.8000012,0.097988408,545.07789,,,,,,,,
853.9999992,0.097988408,545.188185,,,,,,,,
854.2000008,0.098024674,545.207957,,,,,,,,
854.3999988,0.098060938,545.227729,,,,,,,,
854.6000004,0.098060938,545.227729,,,,,,,,
854.8999992,0.098097202,545.357808,,,,,,,,
855.1000008,0.098133463,545.377584,,,,,,,,
855.2999988,0.098169724,545.507675,,,,,,,,
855.5000004,0.098205983,545.527455,,,,,,,,
855.7999992,0.098205983,545.527455,,,,,,,,
856.0000008,0.098242241,545.657558,,,,,,,,
856.1999988,0.098278497,545.677342,,,,,,,,
856.4000004,0.098314752,545.697126,,,,,,,,
856.5999984,0.098314752,545.807457,,,,,,,,
856.9000008,0.098387259,545.847033,,,,,,,,
857.0999988,0.098387259,545.847033,,,,,,,,
857.3000004,0.09842351,546.308193,,,,,,,,
857.4999984,0.098450698,546.323046,,,,,,,,
857.8000008,0.098450698,546.323046,,,,,,,,
857.9999988,0.098486947,546.34285,,,,,,,,
858.2000004,0.098523194,546.362654,,,,,,,,
858.3999984,0.098559441,546.382458,,,,,,,,
858.6,0.098559441,546.382458,,,,,,,,
858.8999988,0.098595686,546.402262,,,,,,,,
859.1000004,0.098631929,546.532432,,,,,,,,
859.2999984,0.098668172,546.55224,,,,,,,,
859.5,0.098668172,546.55224,,,,,,,,
859.7999988,0.098704413,546.572048,,,,,,,,
860.0000004,0.098740653,546.702234,,,,,,,,
860.1999984,0.098776891,546.722046,,,,,,,,
860.4,0.098813128,546.852244,,,,,,,,
860.6000016,0.098813128,546.852244,,,,,,,,
860.9000004,0.098849364,546.87206,,,,,,,,
861.0999984,0.098885599,547.00227,,,,,,,,
861.3,0.098921832,547.02209,,,,,,,,
861.5000016,0.098958064,547.04191,,,,,,,,
861.8000004,0.098958064,547.152312,,,,,,,,
861.9999984,0.098994294,547.172136,,,,,,,,
862.2,0.099021466,547.297413,,,,,,,,
862.4000016,0.099021466,547.297413,,,,,,,,
862.5999996,0.099057695,547.317241,,,,,,,,
862.8999984,0.099093922,547.447486,,,,,,,,
863.1,0.099130147,547.467318,,,,,,,,
863.3000016,0.099166371,547.48715,,,,,,,,
863.4999996,0.099202595,547.617411,,,,,,,,
863.7999984,0.099202595,547.617411,,,,,,,,
864,0.099238816,547.74768,,,,,,,,
864.2000016,0.099275037,547.76752,,,,,,,,
864.3999996,0.099275037,547.76752,,,,,,,,
864.6000012,0.099347474,547.917645,,,,,,,,
864.9,0.099347474,547.917645,,,,,,,,
865.1000016,0.09938369,548.047938,,,,,,,,
865.2999996,0.099419905,548.067786,,,,,,,,
865.5000012,0.099419905,548.067786,,,,,,,,
865.8,0.099456119,548.198091,,,,,,,,
866.0000016,0.099492331,548.217943,,,,,,,,
866.1999996,0.099528543,548.237795,,,,,,,,
866.4000012,0.099564753,548.368116,,,,,,,,
866.5999992,0.099564753,548.368116,,,,,,,,
866.9000016,0.099591909,548.383008,,,,,,,,
867.0999996,0.099628117,548.51334,,,,,,,,
867.3000012,0.099664323,548.5332,,,,,,,,
867.4999992,0.099664323,548.64368,,,,,,,,
867.8000016,0.099700528,548.663544,,,,,,,,
867.9999996,0.099736732,548.683408,,,,,,,,
868.2000012,0.099772934,548.813764,,,,,,,,
868.3999992,0.099772934,548.813764,,,,,,,,
868.6000008,0.099809135,548.833632,,,,,,,,
868.8999996,0.099845335,548.964,,,,,,,,
869.1000012,0.099881533,548.983872,,,,,,,,
869.2999992,0.099917731,549.114252,,,,,,,,
869.5000008,0.099917731,549.114252,,,,,,,,
869.7999996,0.099953926,549.24464,,,,,,,,
870.0000012,0.099990121,549.26452,,,,,,,,
870.1999992,0.100026314,549.2844,,,,,,,,
870.4000008,0.100026314,549.39492,,,,,,,,
870.5999988,0.100062506,549.414804,,,,,,,,
870.9000012,0.100098697,549.434688,,,,,,,,
871.0999992,0.100125839,549.560132,,,,,,,,
871.3000008,0.100125839,549.670663,,,,,,,,
871.4999988,0.100162027,549.690555,,,,,,,,
871.8000012,0.100198214,549.820986,,,,,,,,
871.9999992,0.1002344,549.840882,,,,,,,,
872.2000008,0.1002344,549.840882,,,,,,,,
872.3999988,0.100306767,549.880674,,,,,,,,
872.7000012,0.100306767,549.991225,,,,,,,,
872.8999992,0.100342949,550.011125,,,,,,,,
873.1000008,0.100379129,550.141584,,,,,,,,
873.2999988,0.100379129,550.141584,,,,,,,,
873.5000004,0.100415308,550.161488,,,,,,,,
873.7999992,0.100451486,550.291959,,,,,,,,
874.0000008,0.100487663,550.311867,,,,,,,,
874.1999988,0.100487663,550.311867,,,,,,,,
874.4000004,0.100523838,550.44235,,,,,,,,
874.5999984,0.100560012,550.462262,,,,,,,,
874.9000008,0.100596184,550.592757,,,,,,,,
875.0999988,0.100596184,550.592757,,,,,,,,
875.3000004,0.100632356,550.612673,,,,,,,,
875.4999984,0.100695652,550.75812,,,,,,,,
875.8000008,0.100695652,550.75812,,,,,,,,
875.9999988,0.10073182,550.888638,,,,,,,,
876.2000004,0.10073182,550.888638,,,,,,,,
876.3999984,0.100767986,550.908562,,,,,,,,
876.6,0.100804151,550.928486,,,,,,,,
876.8999988,0.100840315,551.05902,,,,,,,,
877.1000004,0.100840315,551.05902,,,,,,,,
877.2999984,0.100876477,551.189562,,,,,,,,
877.5,0.100912639,551.209494,,,,,,,,
877.7999988,0.100948798,551.229426,,,,,,,,
878.0000004,0.100984957,551.359984,,,,,,,,
878.1999984,0.100984957,551.359984,,,,,,,,
878.4,0.101021114,551.37992,,,,,,,,
878.6000016,0.10105727,551.51049,,,,,,,,
878.9000004,0.101093425,551.53043,,,,,,,,
879.0999984,0.101093425,551.53043,,,,,,,,
879.3,0.101129578,551.661012,,,,,,,,
879.5000016,0.10116573,551.791602,,,,,,,,
879.8000004,0.101201881,551.81155,,,,,,,,
879.9999984,0.101201881,551.81155,,,,,,,,
880.2,0.10123803,551.831498,,,,,,,,
880.4000016,0.101265141,551.957116,,,,,,,,
880.5999996,0.101301288,551.977068,,,,,,,,
880.8999984,0.101301288,552.087729,,,,,,,,
881.1,0.101337434,552.107685,,,,,,,,
881.3000016,0.101373578,552.23831,,,,,,,,
881.4999996,0.101409722,552.25827,,,,,,,,
881.7999984,0.101445863,552.27823,,,,,,,,
882,0.101445863,552.388907,,,,,,,,
882.2000016,0.101482004,552.408871,,,,,,,,
882.3999996,0.101518143,552.428835,,,,,,,,
882.6000012,0.101554281,552.448799,,,,,,,,
882.9,0.101554281,552.559488,,,,,,,,
883.1000016,0.101590418,552.579456,,,,,,,,
883.2999996,0.101626553,552.710121,,,,,,,,
883.5000012,0.101662687,552.730093,,,,,,,,
883.8,0.101662687,552.840794,,,,,,,,
884.0000016,0.10169882,552.86077,,,,,,,,
884.1999996,0.101734951,552.880746,,,,,,,,
884.4000012,0.101771081,553.011435,,,,,,,,
884.5999992,0.101771081,553.011435,,,,,,,,
884.9000016,0.10180721,553.031415,,,,,,,,
885.0999996,0.101834306,553.15712,,,,,,,,
885.3000012,0.101870432,553.177104,,,,,,,,
885.4999992,0.101906558,553.307816,,,,,,,,
885.8000016,0.101906558,553.307816,,,,,,,,
885.9999996,0.101942682,553.327804,,,,,,,,
886.2000012,0.101978804,553.458528,,,,,,,,
886.3999992,0.102014925,553.47852,,,,,,,,
886.6000008,0.102014925,553.47852,,,,,,,,
886.8999996,0.102051045,553.609256,,,,,,,,
887.1000012,0.102087164,553.629252,,,,,,,,
887.2999992,0.102123281,553.649248,,,,,,,,
887.5000008,0.102123281,553.76,,,,,,,,
887.7999996,0.102159398,553.78,,,,,,,,
888.0000012,0.102195512,553.8,,,,,,,,
888.1999992,0.102231626,553.930764,,,,,,,,
888.4000008,0.102267738,553.950768,,,,,,,,
888.5999988,0.102267738,554.061536,,,,,,,,
888.9000012,0.102303849,554.081544,,,,,,,,
889.0999992,0.102339958,554.101552,,,,,,,,
889.3000008,0.102376067,554.23234,,,,,,,,
889.4999988,0.102376067,554.23234,,,,,,,,
889.8000012,0.102403147,554.358132,,,,,,,,
889.9999992,0.102439253,554.378148,,,,,,,,
890.2000008,0.102475358,554.398164,,,,,,,,
890.3999988,0.102475358,554.508955,,,,,,,,
890.6000004,0.102511461,554.528975,,,,,,,,
890.8999992,0.102547563,554.548995,,,,,,,,
891.1000008,0.102583664,554.679818,,,,,,,,
891.2999988,0.102619763,554.699842,,,,,,,,
891.5000004,0.102619763,554.699842,,,,,,,,
891.7999992,0.102655861,554.830677,,,,,,,,
892.0000008,0.102691958,554.96152,,,,,,,,
892.1999988,0.102728054,554.981552,,,,,,,,
892.4000004,0.102728054,554.981552,,,,,,,,
892.5999984,0.102764148,555.001584,,,,,,,,
892.9000008,0.102800241,555.021616,,,,,,,,
893.0999988,0.102836333,555.152479,,,,,,,,
893.3000004,0.102836333,555.26331,,,,,,,,
893.4999984,0.102872423,555.50502,,,,,,,,
893.8000008,0.102908512,555.525068,,,,,,,,
893.9999988,0.1029446,555.545116,,,,,,,,
894.2000004,0.1029446,555.545116,,,,,,,,
894.3999984,0.10300775,555.5802,,,,,,,,
894.6,0.10300775,555.5802,,,,,,,,
894.8999988,0.103043834,555.711102,,,,,,,,
895.1000004,0.103079917,555.731154,,,,,,,,
895.2999984,0.103079917,555.731154,,,,,,,,
895.5,0.103115999,555.751206,,,,,,,,
895.7999988,0.103152079,555.882124,,,,,,,,
896.0000004,0.103188158,555.90218,,,,,,,,
896.1999984,0.103224235,555.922236,,,,,,,,
896.4,0.103224235,556.03311,,,,,,,,
896.6000016,0.103260312,556.05317,,,,,,,,
896.9000004,0.103296387,556.184112,,,,,,,,
897.0999984,0.103296387,556.184112,,,,,,,,
897.3,0.103332461,556.204176,,,,,,,,
897.5000016,0.103368533,556.22424,,,,,,,,
897.8000004,0.103404604,556.355198,,,,,,,,
897.9999984,0.103440674,556.375266,,,,,,,,
898.2,0.103440674,556.486164,,,,,,,,
898.4000016,0.103476742,556.506236,,,,,,,,
898.5999996,0.10351281,556.637214,,,,,,,,
898.8999984,0.103539859,556.652271,,,,,,,,
899.1,0.103575924,556.672347,,,,,,,,
899.3000016,0.103575924,556.78326,,,,,,,,
899.4999996,0.103611988,556.80334,,,,,,,,
899.7999984,0.10364805,556.82342,,,,,,,,
900,0.10364805,556.934341,,,,,,,,
900.2000016,0.103684111,556.954425,,,,,,,,
900.3999996,0.103756229,556.994593,,,,,,,,
900.6000012,0.103756229,557.105526,,,,,,,,
900.9,0.103792287,557.125614,,,,,,,,
901.1000016,0.103828342,557.256643,,,,,,,,
901.2999996,0.103828342,557.256643,,,,,,,,
901.5000012,0.103864397,557.276735,,,,,,,,
901.8,0.10390045,557.407776,,,,,,,,
902.0000016,0.10390045,557.518725,,,,,,,,
902.1999996,0.103936502,557.538825,,,,,,,,
902.4000012,0.103972553,557.558925,,,,,,,,
902.5999992,0.104008602,557.579025,,,,,,,,
902.9000016,0.10404465,557.71009,,,,,,,,
903.0999996,0.10404465,557.71009,,,,,,,,
903.3000012,0.104080697,557.841163,,,,,,,,
903.4999992,0.104107731,557.856244,,,,,,,,
903.8000016,0.104143776,557.876352,,,,,,,,
903.9999996,0.104143776,557.987328,,,,,,,,
904.2000012,0.104179819,558.00744,,,,,,,,
904.3999992,0.104215861,558.027552,,,,,,,,
904.6000008,0.104251901,558.158652,,,,,,,,
904.8999996,0.104251901,558.158652,,,,,,,,
905.1000012,0.104287941,558.178768,,,,,,,,
905.2999992,0.104323979,558.30988,,,,,,,,
905.5000008,0.104360015,558.33,,,,,,,,
905.7999996,0.104396051,558.461124,,,,,,,,
906.0000012,0.104396051,558.461124,,,,,,,,
906.1999992,0.104432085,558.481248,,,,,,,,
906.4000008,0.104468118,558.612384,,,,,,,,
906.5999988,0.104468118,558.612384,,,,,,,,
906.9000012,0.104540179,558.76366,,,,,,,,
907.0999992,0.104540179,558.76366,,,,,,,,
907.3000008,0.104576208,558.783792,,,,,,,,
907.4999988,0.104612236,558.914952,,,,,,,,
907.8000012,0.104639256,558.930054,,,,,,,,
907.9999992,0.104639256,558.930054,,,,,,,,
908.2000008,0.104675281,559.061225,,,,,,,,
908.3999988,0.104711305,559.081365,,,,,,,,
908.6000004,0.104747328,559.101505,,,,,,,,
908.8999992,0.104747328,559.212548,,,,,,,,
909.1000008,0.104783349,559.232692,,,,,,,,
909.2999988,0.104819369,559.363887,,,,,,,,
909.5000004,0.104855388,559.384035,,,,,,,,
909.7999992,0.104855388,559.384035,,,,,,,,
910.0000008,0.104891406,559.515242,,,,,,,,
910.1999988,0.104927422,559.535394,,,,,,,,
910.4000004,0.104963437,559.666613,,,,,,,,
910.5999984,0.104963437,559.666613,,,,,,,,
910.9000008,0.10499945,559.79784,,,,,,,,
911.0999988,0.105035463,559.818,,,,,,,,
911.3000004,0.105071474,559.83816,,,,,,,,
911.4999984,0.105071474,559.949239,,,,,,,,
911.8000008,0.105107484,560.080486,,,,,,,,
911.9999988,0.105143492,560.100654,,,,,,,,
912.2000004,0.105179499,560.120822,,,,,,,,
912.3999984,0.105206504,560.135948,,,,,,,,
912.6,0.105206504,560.247042,,,,,,,,
912.8999988,0.105242509,560.267214,,,,,,,,
913.1000004,0.105278512,560.287386,,,,,,,,
913.2999984,0.105314515,560.418664,,,,,,,,
913.5,0.105314515,560.418664,,,,,,,,
913.7999988,0.105350516,560.43884,,,,,,,,
914.0000004,0.105386515,560.459016,,,,,,,,
914.1999984,0.105422514,560.59031,,,,,,,,
914.4,0.105458511,560.61049,,,,,,,,
914.6000016,0.105458511,560.721612,,,,,,,,
914.9000004,0.105494507,560.741796,,,,,,,,
915.0999984,0.105530501,560.76198,,,,,,,,
915.3,0.105566494,560.893298,,,,,,,,
915.5000016,0.105602486,561.024624,,,,,,,,
915.8000004,0.105602486,561.024624,,,,,,,,
915.9999984,0.105638477,561.044816,,,,,,,,
916.2,0.105674466,561.065008,,,,,,,,
916.4000016,0.105710454,561.19635,,,,,,,,
916.5999996,0.105710454,561.19635,,,,,,,,
916.8999984,0.105746441,561.216546,,,,,,,,
917.1,0.10577343,561.34285,,,,,,,,
917.3000016,0.10577343,561.34285,,,,,,,,
917.4999996,0.105809415,561.474211,,,,,,,,
917.7999984,0.105845398,561.494415,,,,,,,,
918,0.10588138,561.514619,,,,,,,,
918.2000016,0.105917361,561.645996,,,,,,,,
918.3999996,0.105917361,561.645996,,,,,,,,
918.6000012,0.10595334,561.666204,,,,,,,,
918.9,0.105989318,561.797593,,,,,,,,
919.1000016,0.106025295,561.817805,,,,,,,,
919.2999996,0.10606127,561.838017,,,,,,,,
919.5000012,0.10606127,561.949206,,,,,,,,
919.8,0.106097244,561.969422,,,,,,,,
920.0000016,0.106133217,561.989638,,,,,,,,
920.1999996,0.106169189,562.121055,,,,,,,,
920.4000012,0.106169189,562.121055,,,,,,,,
920.5999992,0.106205159,562.25248,,,,,,,,
920.9000016,0.106241128,562.272704,,,,,,,,
921.0999996,0.106277095,562.292928,,,,,,,,
921.3000012,0.106277095,562.404141,,,,,,,,
921.4999992,0.106313062,562.424369,,,,,,,,
921.8000016,0.106340036,562.43954,,,,,,,,
921.9999996,0.106376,562.570992,,,,,,,,
922.2000012,0.106376,562.570992,,,,,,,,
922.3999992,0.106411963,562.591224,,,,,,,,
922.6000008,0.106447924,562.611456,,,,,,,,
922.8999996,0.106483884,562.742924,,,,,,,,
923.1000012,0.106483884,562.742924,,,,,,,,
923.2999992,0.106519843,562.8744,,,,,,,,
923.5000008,0.106555801,563.005884,,,,,,,,
923.7999996,0.106591757,563.026128,,,,,,,,
924.0000012,0.106591757,563.026128,,,,,,,,
924.1999992,0.106627712,563.046372,,,,,,,,
924.4000008,0.106663666,563.177872,,,,,,,,
924.5999988,0.106699619,563.19812,,,,,,,,
924.9000012,0.106699619,563.30938,,,,,,,,
925.0999992,0.10673557,563.329632,,,,,,,,
925.3000008,0.10677152,563.349884,,,,,,,,
925.4999988,0.106843416,563.501664,,,,,,,,
925.8000012,0.106843416,563.501664,,,,,,,,
925.9999992,0.106843416,563.501664,,,,,,,,
926.2000008,0.106879362,563.6332,,,,,,,,
926.3999988,0.10690632,563.648395,,,,,,,,
926.6000004,0.106942264,563.668655,,,,,,,,
926.8999992,0.106942264,563.779942,,,,,,,,
927.1000008,0.106978206,563.800206,,,,,,,,
927.2999988,0.107014148,563.931765,,,,,,,,
927.5000004,0.107050088,563.952033,,,,,,,,
927.7999992,0.107086026,564.083604,,,,,,,,
928.0000008,0.107086026,564.083604,,,,,,,,
928.1999988,0.107121963,564.103876,,,,,,,,
928.4000004,0.107157899,564.124148,,,,,,,,
928.5999984,0.107193834,564.255735,,,,,,,,
928.9000008,0.107229768,564.276011,,,,,,,,
929.0999988,0.107229768,564.276011,,,,,,,,
929.3000004,0.1072657,564.40761,,,,,,,,
929.4999984,0.10730163,564.42789,,,,,,,,
929.8000008,0.10730163,564.539217,,,,,,,,
929.9999988,0.10733756,564.559501,,,,,,,,
930.2000004,0.107373488,564.579785,,,,,,,,
930.3999984,0.107409415,564.711408,,,,,,,,
930.6,0.107445341,564.731696,,,,,,,,
930.8999988,0.107445341,564.731696,,,,,,,,
931.1000004,0.107472284,564.858258,,,,,,,,
931.2999984,0.107508208,564.87855,,,,,,,,
931.5,0.10754413,565.010196,,,,,,,,
931.7999988,0.10754413,565.010196,,,,,,,,
932.0000004,0.107580051,565.14185,,,,,,,,
932.1999984,0.10761597,565.16215,,,,,,,,
932.4,0.107651888,565.18245,,,,,,,,
932.6000016,0.107651888,565.18245,,,,,,,,
932.9000004,0.107687805,565.31412,,,,,,,,
933.0999984,0.107723721,565.334424,,,,,,,,
933.3,0.107759635,565.354728,,,,,,,,
933.5000016,0.107759635,565.466106,,,,,,,,
933.8000004,0.107795549,565.486414,,,,,,,,
933.9999984,0.10783146,565.618108,,,,,,,,
934.2,0.107867371,565.63842,,,,,,,,
934.4000016,0.10790328,565.770126,,,,,,,,
934.5999996,0.10790328,565.770126,,,,,,,,
934.8999984,0.107939188,565.790442,,,,,,,,
935.1,0.107975095,565.810758,,,,,,,,
935.3000016,0.108011,565.94248,,,,,,,,
935.4999996,0.108011,565.94248,,,,,,,,
935.7999984,0.108037928,566.069129,,,,,,,,
936,0.108073831,566.089453,,,,,,,,
936.2000016,0.108109733,566.109777,,,,,,,,
936.3999996,0.108109733,566.221194,,,,,,,,
936.6000012,0.108145634,566.241522,,,,,,,,
936.9,0.108181533,566.26185,,,,,,,,
937.1000016,0.108217431,566.393607,,,,,,,,
937.2999996,0.108217431,566.393607,,,,,,,,
937.5000012,0.108253327,566.525372,,,,,,,,
937.8,0.108289223,566.545708,,,,,,,,
938.0000016,0.108325117,566.566044,,,,,,,,
938.1999996,0.10836101,566.58638,,,,,,,,
938.4000012,0.10836101,566.697825,,,,,,,,
938.5999992,0.108396901,566.718165,,,,,,,,
938.9000016,0.108432791,566.849958,,,,,,,,
939.0999996,0.10846868,566.870302,,,,,,,,
939.3000012,0.10846868,566.981759,,,,,,,,
939.4999992,0.108504568,567.002107,,,,,,,,
939.8000016,0.108540454,567.022455,,,,,,,,
939.9999996,0.108576339,567.154272,,,,,,,,
940.2000012,0.108603252,567.169536,,,,,,,,
940.3999992,0.108603252,567.169536,,,,,,,,
940.6000008,0.108639135,567.301364,,,,,,,,
940.8999996,0.108675017,567.32172,,,,,,,,
941.1000012,0.108675017,567.32172,,,,,,,,
941.2999992,0.108710897,567.45356,,,,,,,,
941.5000008,0.108746776,567.47392,,,,,,,,
941.7999996,0.108782653,567.49428,,,,,,,,
942.0000012,0.10881853,567.51464,,,,,,,,
942.1999992,0.10881853,567.626136,,,,,,,,
942.4000008,0.108854405,567.758,,,,,,,,
942.5999988,0.108890279,567.778368,,,,,,,,
942.9000012,0.108926151,567.910244,,,,,,,,
943.0999992,0.108962022,567.930616,,,,,,,,
943.3000008,0.108962022,567.930616,,,,,,,,
943.4999988,0.108997892,567.950988,,,,,,,,
943.8000012,0.109033761,568.08288,,,,,,,,
943.9999992,0.109033761,568.08288,,,,,,,,
944.2000008,0.109069628,568.21478,,,,,,,,
944.3999988,0.109105494,568.23516,,,,,,,,
944.6000004,0.109132393,568.250445,,,,,,,,
944.8999992,0.109132393,568.361976,,,,,,,,
945.1000008,0.109168257,568.38236,,,,,,,,
945.2999988,0.10920412,568.402744,,,,,,,,
945.5000004,0.109239981,568.534671,,,,,,,,
945.7999992,0.109275841,568.555059,,,,,,,,
946.0000008,0.109275841,568.555059,,,,,,,,
946.1999988,0.109311699,568.686998,,,,,,,,
946.4000004,0.109347557,568.70739,,,,,,,,
946.5999984,0.109383413,568.839341,,,,,,,,
946.9000008,0.109383413,568.839341,,,,,,,,
947.0999988,0.109419268,568.859737,,,,,,,,
947.3000004,0.109455121,568.880133,,,,,,,,
947.4999984,0.109490974,569.0121,,,,,,,,
947.8000008,0.109526825,569.144075,,,,,,,,
947.9999988,0.109526825,569.144075,,,,,,,,
948.2000004,0.109562674,569.164479,,,,,,,,
948.3999984,0.109598523,569.296466,,,,,,,,
948.6,0.109598523,569.296466,,,,,,,,
948.8999988,0.10963437,569.316874,,,,,,,,
949.1000004,0.109670216,569.337282,,,,,,,,
949.2999984,0.109697099,569.464182,,,,,,,,
949.5,0.109732943,569.484594,,,,,,,,
949.7999988,0.109732943,569.484594,,,,,,,,
950.0000004,0.109768785,569.616608,,,,,,,,
950.1999984,0.109804626,569.74863,,,,,,,,
950.4,0.109840466,569.76905,,,,,,,,
950.6000016,0.109876304,569.78947,,,,,,,,
950.9000004,0.109876304,569.78947,,,,,,,,
951.0999984,0.109912141,569.921508,,,,,,,,
951.3,0.109947977,569.941932,,,,,,,,
951.5000016,0.109983812,570.073982,,,,,,,,
951.8000004,0.109983812,570.297234,,,,,,,,
951.9999984,0.110019645,570.31767,,,,,,,,
952.2,0.110055477,570.338106,,,,,,,,
952.4000016,0.110091308,570.358542,,,,,,,,
952.5999996,0.110091308,570.358542,,,,,,,,
952.8999984,0.110127137,570.378978,,,,,,,,
953.1,0.110162965,570.399414,,,,,,,,
953.3000016,0.110198792,570.5315,,,,,,,,
953.4999996,0.110198792,570.5315,,,,,,,,
953.7999984,0.110234618,570.663594,,,,,,,,
954,0.110261486,570.678927,,,,,,,,
954.2000016,0.11029731,570.699371,,,,,,,,
954.3999996,0.11029731,570.699371,,,,,,,,
954.6000012,0.110333132,570.83148,,,,,,,,
954.9,0.110368952,570.851928,,,,,,,,
955.1000016,0.110404772,570.984049,,,,,,,,
955.2999996,0.110404772,570.984049,,,,,,,,
955.5000012,0.11044059,571.004501,,,,,,,,
955.8,0.110476407,571.136634,,,,,,,,
956.0000016,0.110512223,571.15709,,,,,,,,
956.1999996,0.110512223,571.15709,,,,,,,,
956.4000012,0.110548037,571.289235,,,,,,,,
956.5999992,0.11058385,571.533081,,,,,,,,
956.9000016,0.110619662,571.553549,,,,,,,,
957.0999996,0.110655473,571.685718,,,,,,,,
957.3000012,0.110655473,571.574017,,,,,,,,
957.4999992,0.110691282,571.70619,,,,,,,,
957.8000016,0.11072709,571.726662,,,,,,,,
957.9999996,0.110762896,571.747134,,,,,,,,
958.2000012,0.110762896,571.747134,,,,,,,,
958.3999992,0.110798702,571.767606,,,,,,,,
958.6000008,0.110825555,571.89468,,,,,,,,
958.8999996,0.110861358,571.915156,,,,,,,,
959.1000012,0.110861358,571.915156,,,,,,,,
959.2999992,0.11089716,572.04736,,,,,,,,
959.5000008,0.110932961,572.06784,,,,,,,,
959.7999996,0.11096876,572.08832,,,,,,,,
960.0000012,0.111004558,572.22054,,,,,,,,
960.1999992,0.111004558,572.22054,,,,,,,,
960.4000008,0.111040355,572.352768,,,,,,,,
960.5999988,0.11107615,572.373256,,,,,,,,
960.9000012,0.111111944,572.393744,,,,,,,,
961.0999992,0.111111944,572.505496,,,,,,,,
961.3000008,0.111147737,572.525988,,,,,,,,
961.4999988,0.111183529,572.54648,,,,,,,,
961.8000012,0.111219319,572.678736,,,,,,,,
961.9999992,0.111255108,572.699232,,,,,,,,
962.2000008,0.111255108,572.699232,,,,,,,,
962.3999988,0.111290896,572.8315,,,,,,,,
962.6000004,0.111326683,572.963776,,,,,,,,
962.8999992,0.111326683,572.963776,,,,,,,,
963.1000008,0.111362468,572.98428,,,,,,,,
963.2999988,0.111389306,572.999658,,,,,,,,
963.5000004,0.111425089,573.020162,,,,,,,,
963.7999992,0.111460871,573.152457,,,,,,,,
964.0000008,0.111460871,573.152457,,,,,,,,
964.1999988,0.111496651,573.28476,,,,,,,,
964.4000004,0.11153243,573.305272,,,,,,,,
964.5999984,0.111568208,573.325784,,,,,,,,
964.9000008,0.111568208,573.437587,,,,,,,,
965.0999988,0.111603985,573.458103,,,,,,,,
965.3000004,0.11163976,573.478619,,,,,,,,
965.4999984,0.111675534,573.61095,,,,,,,,
965.8000008,0.111675534,573.722765,,,,,,,,
965.9999988,0.111711307,573.743289,,,,,,,,
966.2000004,0.111747078,573.763813,,,,,,,,
966.3999984,0.111782848,573.784337,,,,,,,,
966.6,0.111818617,573.916692,,,,,,,,
966.8999988,0.111818617,573.916692,,,,,,,,
967.1000004,0.111854385,574.049055,,,,,,,,
967.2999984,0.111890151,574.069587,,,,,,,,
967.5,0.111925916,574.090119,,,,,,,,
967.7999988,0.111925916,574.090119,,,,,,,,
968.0000004,0.111952739,574.217364,,,,,,,,
968.1999984,0.111988502,574.2379,,,,,,,,
968.4,0.112024263,574.258436,,,,,,,,
968.6000016,0.112024263,574.37029,,,,,,,,
968.9000004,0.112060024,574.39083,,,,,,,,
969.0999984,0.112095783,574.523232,,,,,,,,
969.3,0.11213154,574.543776,,,,,,,,
969.5000016,0.11213154,574.543776,,,,,,,,
969.8000004,0.112167297,574.67619,,,,,,,,
969.9999984,0.112203052,574.696738,,,,,,,,
970.2,0.112238806,574.717286,,,,,,,,
970.4000016,0.112238806,574.829164,,,,,,,,
970.5999996,0.112274558,574.961598,,,,,,,,
970.8999984,0.11231031,574.982154,,,,,,,,
971.1,0.11234606,575.00271,,,,,,,,
971.3000016,0.112381809,575.13516,,,,,,,,
971.4999996,0.112381809,575.13516,,,,,,,,
971.7999984,0.112417556,575.15572,,,,,,,,
972,0.112453302,575.17628,,,,,,,,
972.2000016,0.112489047,575.308746,,,,,,,,
972.3999996,0.112489047,575.308746,,,,,,,,
972.6000012,0.112515855,575.436078,,,,,,,,
972.9,0.112551598,575.568559,,,,,,,,
973.1000016,0.112587339,575.589131,,,,,,,,
973.2999996,0.112623079,575.609703,,,,,,,,
973.5000012,0.112623079,575.609703,,,,,,,,
973.8,0.112658818,575.630275,,,,,,,,
974.0000016,0.112694556,575.762776,,,,,,,,
974.1999996,0.112694556,575.762776,,,,,,,,
974.4000012,0.112730292,575.895285,,,,,,,,
974.5999992,0.112766027,575.915865,,,,,,,,
974.9000016,0.112801761,575.936445,,,,,,,,
975.0999996,0.112837493,576.06897,,,,,,,,
975.3000012,0.112837493,576.06897,,,,,,,,
975.4999992,0.112873224,576.089554,,,,,,,,
975.8000016,0.112908954,576.222091,,,,,,,,
975.9999996,0.112944683,576.242679,,,,,,,,
