x,y,type,temperature,stress,title,strain_rate
0.004914431,92.61613706,,,,,
0.004922212,92.66366249,,,,,
0.004929994,92.71113777,,,,,
0.004937775,92.75856296,,,,,
0.004945556,92.8059384,,,,,
0.004953337,92.8532638,,,,,
0.004961118,92.9005396,,,,,
0.0049689,92.94776531,,,,,
0.004976681,92.99494139,,,,,
0.004984462,93.04206797,,,,,
0.004992242,93.08914449,,,,,
