time,strain,stress,temperature,type,title,num_cycles,max_strain,strain_rate,youngs,poissons
1977.9427,-0.00965,174.52309,,,,,,,,
1978.0427,-0.00961,176.62778,,,,,,,,
1978.1427,-0.00956,178.81045,,,,,,,,
1978.2427,-0.00951,180.52537,,,,,,,,
1978.3427,-0.00946,182.55214,,,,,,,,
1978.4427,-0.00942,184.65682,,,,,,,,
1978.5427,-0.00938,186.52767,,,,,,,,
1978.6427,-0.00936,188.32057,,,,,,,,
1978.7427,-0.00932,190.42526,,,,,,,,
1978.8427,-0.00925,192.21814,,,,,,,,
1978.9427,-0.00923,194.08901,,,,,,,,
1979.0427,-0.00919,195.88189,,,,,,,,
1979.1427,-0.00914,197.83068,,,,,,,,
1979.2427,-0.0091,199.38973,,,,,,,,
1979.3427,-0.00904,201.41646,,,,,,,,
1979.4427,-0.00903,203.20938,,,,,,,,
1979.5427,-0.00899,204.7684,,,,,,,,
1979.6427,-0.00894,206.87311,,,,,,,,
1979.7427,-0.0089,208.51009,,,,,,,,
1979.8427,-0.00887,210.06914,,,,,,,,
1979.9427,-0.00881,211.70611,,,,,,,,
1980.0427,-0.00877,213.42105,,,,,,,,
1980.1427,-0.00873,214.66828,,,,,,,,
1980.2427,-0.00867,216.53912,,,,,,,,
1980.3427,-0.00864,217.63046,,,,,,,,
1980.4427,-0.00861,219.42336,,,,,,,,
1980.5427,-0.00856,220.90443,,,,,,,,
1980.6427,-0.00855,222.54143,,,,,,,,
1980.7427,-0.00848,224.0225,,,,,,,,
1980.8427,-0.00844,225.11384,,,,,,,,
1980.9427,-0.00839,226.90675,,,,,,,,
1981.0427,-0.00832,227.99807,,,,,,,,
1981.1427,-0.00831,229.47914,,,,,,,,
1981.2427,-0.00825,231.11611,,,,,,,,
1981.3427,-0.00822,232.51928,,,,,,,,
1981.4427,-0.00816,233.92238,,,,,,,,
1981.5427,-0.00815,234.93576,,,,,,,,
1981.6427,-0.00812,236.41684,,,,,,,,
1981.7427,-0.00804,237.74203,,,,,,,,
1981.8427,-0.00801,239.14517,,,,,,,,
1981.9427,-0.00798,240.47034,,,,,,,,
1982.0427,-0.00793,241.95144,,,,,,,,
1982.1427,-0.00785,243.2766,,,,,,,,
1982.2427,-0.00783,244.4459,,,,,,,,
1982.3427,-0.00781,245.69313,,,,,,,,
1982.4427,-0.00777,247.01832,,,,,,,,
1982.5427,-0.00773,248.18757,,,,,,,,
1982.6427,-0.0077,249.35687,,,,,,,,
1982.7427,-0.00766,250.68203,,,,,,,,
1982.8427,-0.00759,252.00722,,,,,,,,
1982.9427,-0.00755,252.86469,,,,,,,,
1983.0427,-0.00751,254.18988,,,,,,,,
1983.1427,-0.00748,255.20325,,,,,,,,
1983.2427,-0.00743,256.29456,,,,,,,,
1983.3427,-0.00739,257.61975,,,,,,,,
1983.4427,-0.00735,258.39927,,,,,,,,
1983.5427,-0.0073,259.72443,,,,,,,,
1983.6427,-0.00727,260.89375,,,,,,,,
1983.7427,-0.00722,261.82916,,,,,,,,
1983.8427,-0.00716,262.68663,,,,,,,,
1983.9427,-0.00715,263.62204,,,,,,,,
1984.0427,-0.00709,264.6354,,,,,,,,
1984.1427,-0.00704,265.96059,,,,,,,,
1984.2427,-0.007,266.89602,,,,,,,,
1984.3427,-0.00697,268.0653,,,,,,,,
1984.4427,-0.00693,268.92277,,,,,,,,
1984.5427,-0.00691,269.8582,,,,,,,,
1984.6427,-0.00686,271.02747,,,,,,,,
1984.7427,-0.0068,272.11879,,,,,,,,
1984.8427,-0.00676,272.89831,,,,,,,,
1984.9427,-0.00671,274.06758,,,,,,,,
1985.0427,-0.00669,275.00301,,,,,,,,
1985.1427,-0.00662,275.93844,,,,,,,,
1985.2427,-0.0066,277.10772,,,,,,,,
1985.3427,-0.00658,277.88724,,,,,,,,
1985.4427,-0.00651,278.82266,,,,,,,,
1985.5427,-0.00647,279.75807,,,,,,,,
1985.6427,-0.00642,280.61554,,,,,,,,
1985.7427,-0.00639,281.62891,,,,,,,,
1985.8427,-0.00634,282.56434,,,,,,,,
1985.9427,-0.00628,283.42179,,,,,,,,
1986.0427,-0.00624,284.20133,,,,,,,,
1986.1427,-0.00622,285.0588,,,,,,,,
1986.2427,-0.00616,285.83832,,,,,,,,
1986.3427,-0.00614,286.8517,,,,,,,,
1986.4427,-0.0061,287.31939,,,,,,,,
1986.5427,-0.00606,288.33276,,,,,,,,
1986.6427,-0.00599,289.19023,,,,,,,,
1986.7427,-0.00597,289.96977,,,,,,,,
1986.8427,-0.00593,290.82724,,,,,,,,
1986.9427,-0.00587,291.68469,,,,,,,,
1987.0427,-0.00583,292.93195,,,,,,,,
1987.1427,-0.00578,293.32171,,,,,,,,
1987.2427,-0.00575,293.71144,,,,,,,,
1987.3427,-0.00569,294.56891,,,,,,,,
1987.4427,-0.00565,295.66023,,,,,,,,
1987.5427,-0.00564,296.43977,,,,,,,,
1987.6427,-0.00558,297.14133,,,,,,,,
1987.7427,-0.00553,297.92085,,,,,,,,
1987.8427,-0.00548,298.70039,,,,,,,,
1987.9427,-0.00545,299.6358,,,,,,,,
1988.0427,-0.00542,300.41531,,,,,,,,
1988.1427,-0.00537,301.27279,,,,,,,,
1988.2427,-0.00534,301.89641,,,,,,,,
1988.3427,-0.00531,302.75389,,,,,,,,
1988.4427,-0.00525,303.37749,,,,,,,,
1988.5427,-0.00519,304.23494,,,,,,,,
1988.6427,-0.00516,304.70268,,,,,,,,
1988.7427,-0.00512,305.48217,,,,,,,,
1988.8427,-0.00507,306.18376,,,,,,,,
1988.9427,-0.00504,306.88532,,,,,,,,
1989.0427,-0.005,307.66486,,,,,,,,
1989.1427,-0.00496,308.28846,,,,,,,,
1989.2427,-0.0049,308.91207,,,,,,,,
1989.3427,-0.00489,309.53567,,,,,,,,
1989.4427,-0.00484,310.31521,,,,,,,,
1989.5427,-0.00479,310.93879,,,,,,,,
1989.6427,-0.00473,311.79626,,,,,,,,
1989.7427,-0.00467,312.10811,,,,,,,,
1989.8427,-0.00467,312.88761,,,,,,,,
1989.9427,-0.00462,313.51121,,,,,,,,
1990.0427,-0.00458,313.97893,,,,,,,,
1990.1427,-0.00454,314.99231,,,,,,,,
1990.2427,-0.0045,315.30411,,,,,,,,
1990.3427,-0.00445,316.23954,,,,,,,,
1990.4427,-0.00439,316.86317,,,,,,,,
1990.5427,-0.00435,317.48677,,,,,,,,
1990.6427,-0.00432,318.42218,,,,,,,,
1990.7427,-0.00426,318.96785,,,,,,,,
1990.8427,-0.00423,319.51352,,,,,,,,
1990.9427,-0.00419,319.82532,,,,,,,,
1991.0427,-0.00415,320.76073,,,,,,,,
1991.1427,-0.00412,321.69616,,,,,,,,
1991.2427,-0.00406,322.31976,,,,,,,,
1991.3427,-0.00402,322.78748,,,,,,,,
1991.4427,-0.00397,323.25522,,,,,,,,
1991.5427,-0.00392,323.80086,,,,,,,,
1991.6427,-0.00389,324.34651,,,,,,,,
1991.7427,-0.00385,324.89218,,,,,,,,
1991.8427,-0.00383,325.51581,,,,,,,,
1991.9427,-0.00379,326.29533,,,,,,,,
1992.0427,-0.00375,326.76302,,,,,,,,
1992.1427,-0.0037,327.46458,,,,,,,,
1992.2427,-0.00366,328.08821,,,,,,,,
1992.3427,-0.00359,328.47797,,,,,,,,
1992.4427,-0.00356,328.71183,,,,,,,,
1992.5427,-0.00351,329.41342,,,,,,,,
1992.6427,-0.00348,330.19291,,,,,,,,
1992.7427,-0.00343,330.89447,,,,,,,,
1992.8427,-0.00341,331.44014,,,,,,,,
1992.9427,-0.00335,331.75195,,,,,,,,
1993.0427,-0.00331,332.21968,,,,,,,,
1993.1429,-0.00328,332.37555,,,,,,,,
1993.2427,-0.00322,333.23302,,,,,,,,
1993.3427,-0.00318,333.93461,,,,,,,,
1993.4427,-0.00313,334.32436,,,,,,,,
1993.5427,-0.00308,334.94797,,,,,,,,
1993.6427,-0.00306,335.64955,,,,,,,,
1993.7429,-0.003,336.03931,,,,,,,,
1993.8429,-0.00298,336.50703,,,,,,,,
1993.9427,-0.00295,336.89678,,,,,,,,
1994.0427,-0.00288,337.75426,,,,,,,,
1994.1429,-0.00284,338.22195,,,,,,,,
1994.2427,-0.00279,338.68969,,,,,,,,
1994.3427,-0.00274,339.23533,,,,,,,,
1994.4429,-0.00272,339.85894,,,,,,,,
1994.5428,-0.00269,340.17074,,,,,,,,
1994.6429,-0.00264,340.8723,,,,,,,,
1994.7429,-0.00258,341.10617,,,,,,,,
1994.8429,-0.00254,341.65184,,,,,,,,
1994.9427,-0.0025,341.96364,,,,,,,,
1995.0428,-0.00248,342.27547,,,,,,,,
1995.1429,-0.00243,343.05496,,,,,,,,
1995.2427,-0.00239,343.21088,,,,,,,,
1995.3429,-0.00233,344.06835,,,,,,,,
1995.4429,-0.00228,344.61402,,,,,,,,
1995.5427,-0.00225,344.84787,,,,,,,,
1995.6429,-0.0022,345.23762,,,,,,,,
1995.7429,-0.00216,345.78327,,,,,,,,
1995.8427,-0.00215,346.0951,,,,,,,,
1995.9427,-0.00208,346.7187,,,,,,,,
1996.0428,-0.00204,347.26437,,,,,,,,
1996.1429,-0.002,347.65413,,,,,,,,
1996.2427,-0.00195,348.27773,,,,,,,,
1996.3429,-0.00191,348.90136,,,,,,,,
1996.4429,-0.00188,349.21316,,,,,,,,
1996.5427,-0.00185,349.68088,,,,,,,,
1996.6429,-0.00179,349.75884,,,,,,,,
1996.7429,-0.00174,350.4604,,,,,,,,
1996.8427,-0.00171,351.31787,,,,,,,,
1996.9429,-0.00169,351.70763,,,,,,,,
1997.0428,-0.00164,352.17534,,,,,,,,
1997.1427,-0.00158,352.5651,,,,,,,,
1997.2429,-0.00153,352.8769,,,,,,,,
1997.3429,-0.00149,353.42255,,,,,,,,
1997.4427,-0.00147,353.89029,,,,,,,,
1997.5428,-0.0014,354.20209,,,,,,,,
1997.6429,-0.00138,354.59185,,,,,,,,
1997.7427,-0.00134,355.1375,,,,,,,,
1997.8429,-0.00129,355.60521,,,,,,,,
1997.9429,-0.00124,355.99497,,,,,,,,
1998.0427,-0.00119,356.38475,,,,,,,,
1998.1429,-0.00118,356.54064,,,,,,,,
1998.2429,-0.00111,356.85244,,,,,,,,
1998.3427,-0.00106,357.39811,,,,,,,,
1998.4429,-0.00102,357.94378,,,,,,,,
1998.5428,-9.69E-04,358.25559,,,,,,,,
1998.6427,-9.35E-04,358.7233,,,,,,,,
1998.7429,-9.14E-04,359.19099,,,,,,,,
1998.8429,-8.87E-04,359.50282,,,,,,,,
1998.9429,-8.25E-04,359.81462,,,,,,,,
1999.0427,-7.70E-04,360.59416,,,,,,,,
1999.1429,-7.35E-04,360.90594,,,,,,,,
1999.2429,-6.87E-04,361.21772,,,,,,,,
1999.3429,-6.32E-04,361.76341,,,,,,,,
1999.4429,-6.04E-04,362.46497,,,,,,,,
1999.5428,-5.70E-04,362.77678,,,,,,,,
1999.6429,-5.22E-04,363.16656,,,,,,,,
1999.7429,-4.73E-04,363.24447,,,,,,,,
1999.8429,-4.39E-04,363.79016,,,,,,,,
1999.9429,-4.05E-04,364.41379,,,,,,,,
2000.0428,-3.77E-04,364.8815,,,,,,,,
2000.1429,-3.15E-04,365.19328,,,,,,,,
2000.2429,-2.53E-04,365.42715,,,,,,,,
2000.3429,-2.26E-04,365.73898,,,,,,,,
2000.4429,-1.77E-04,366.05076,,,,,,,,
2000.5428,-1.50E-04,366.67441,,,,,,,,
2000.6429,-1.02E-04,366.98618,,,,,,,,
2000.7429,-8.09E-05,367.29801,,,,,,,,
2000.8429,-1.21E-05,367.60979,,,,,,,,
2000.9429,3.61E-05,368.15546,,,,,,,,
2001.0428,6.37E-05,368.23339,,,,,,,,
2001.1429,1.12E-04,368.62315,,,,,,,,
2001.2429,1.46E-04,369.16885,,,,,,,,
2001.3429,2.01E-04,369.40271,,,,,,,,
2001.4429,2.43E-04,369.94836,,,,,,,,
2001.5428,2.84E-04,370.10427,,,,,,,,
2001.6429,3.32E-04,370.49401,,,,,,,,
2001.7429,3.60E-04,370.80584,,,,,,,,
2001.8429,4.01E-04,371.58533,,,,,,,,
2001.9429,4.49E-04,372.05307,,,,,,,,
2002.0428,5.25E-04,372.67669,,,,,,,,
2002.1429,5.66E-04,372.75463,,,,,,,,
2002.2429,5.94E-04,372.83256,,,,,,,,
2002.3429,6.22E-04,373.06638,,,,,,,,
2002.4429,6.56E-04,373.53417,,,,,,,,
2002.5428,6.97E-04,373.69006,,,,,,,,
2002.6429,7.32E-04,373.84595,,,,,,,,
2002.7429,7.94E-04,374.78133,,,,,,,,
2002.8429,8.42E-04,375.327,,,,,,,,
2002.9429,8.76E-04,375.95067,,,,,,,,
2003.0428,9.25E-04,376.41837,,,,,,,,
2003.1429,9.45E-04,376.26245,,,,,,,,
2003.2429,0.001,376.1845,,,,,,,,
2003.3429,0.00106,376.57426,,,,,,,,
2003.4429,0.00108,376.96406,,,,,,,,
2003.5428,0.00111,377.50969,,,,,,,,
2003.6429,0.00117,377.97738,,,,,,,,
2003.7429,0.00119,378.36718,,,,,,,,
2003.8429,0.00123,378.52307,,,,,,,,
2003.9429,0.00132,378.83487,,,,,,,,
2004.0428,0.00134,378.99076,,,,,,,,
2004.1429,0.00139,379.53643,,,,,,,,
2004.2429,0.00143,379.77026,,,,,,,,
2004.3429,0.00146,380.16006,,,,,,,,
2004.4429,0.00149,380.62775,,,,,,,,
2004.5428,0.00154,380.54982,,,,,,,,
2004.6429,0.00159,381.25138,,,,,,,,
2004.7429,0.00165,381.56318,,,,,,,,
2004.8429,0.00168,381.71907,,,,,,,,
2004.9429,0.00172,382.03087,,,,,,,,
2005.0428,0.00177,382.49861,,,,,,,,
2005.1429,0.00181,382.96633,,,,,,,,
2005.2429,0.00184,383.512,,,,,,,,
2005.3429,0.00187,383.97969,,,,,,,,
2005.4429,0.00193,384.21356,,,,,,,,
2005.5428,0.00196,384.36945,,,,,,,,
2005.6429,0.00201,384.68125,,,,,,,,
2005.7429,0.00205,385.22694,,,,,,,,
2005.8429,0.0021,385.38281,,,,,,,,
2005.9429,0.00216,385.53874,,,,,,,,
2006.0428,0.00218,386.00644,,,,,,,,
2006.1429,0.00221,386.31822,,,,,,,,
2006.2429,0.00227,386.786,,,,,,,,
2006.3429,0.0023,386.94187,,,,,,,,
2006.4429,0.00234,387.25369,,,,,,,,
2006.5428,0.00239,387.33158,,,,,,,,
2006.6429,0.00243,387.56545,,,,,,,,
2006.7429,0.00247,388.18908,,,,,,,,
2006.8429,0.00253,388.11114,,,,,,,,
2006.9429,0.00259,388.57883,,,,,,,,
2007.0428,0.00263,389.04653,,,,,,,,
2007.1429,0.00266,389.04653,,,,,,,,
2007.2429,0.00269,389.35837,,,,,,,,
2007.3429,0.00272,389.5922,,,,,,,,
2007.4429,0.00276,390.21587,,,,,,,,
2007.5428,0.00283,390.37176,,,,,,,,
2007.6429,0.00285,390.76147,,,,,,,,
2007.7429,0.00293,391.15125,,,,,,,,
2007.8429,0.00295,391.46308,,,,,,,,
2007.9429,0.00298,391.77488,,,,,,,,
2008.0428,0.00304,391.93081,,,,,,,,
2008.1429,0.00307,392.39851,,,,,,,,
2008.2429,0.00311,392.63238,,,,,,,,
2008.3429,0.00314,393.02209,,,,,,,,
2008.4429,0.0032,393.33389,,,,,,,,
2008.5428,0.00322,393.56776,,,,,,,,
2008.6429,0.00327,393.80163,,,,,,,,
2008.7429,0.00333,394.03545,,,,,,,,
2008.8429,0.00339,394.3473,,,,,,,,
2008.9429,0.00342,394.73701,,,,,,,,
2009.0428,0.00346,395.12682,,,,,,,,
2009.1429,0.00349,395.20475,,,,,,,,
2009.2429,0.00352,395.67244,,,,,,,,
2009.3429,0.00356,395.67244,,,,,,,,
2009.4429,0.00362,395.7504,,,,,,,,
2009.5428,0.00369,396.21814,,,,,,,,
2009.6429,0.00372,396.60789,,,,,,,,
2009.7429,0.00374,396.68583,,,,,,,,
2009.8429,0.0038,396.9197,,,,,,,,
2009.9429,0.00384,397.15352,,,,,,,,
2010.0428,0.00389,397.46532,,,,,,,,
2010.1429,0.00391,397.77719,,,,,,,,
2010.2429,0.00393,398.01101,,,,,,,,
2010.3429,0.004,398.55669,,,,,,,,
2010.4429,0.00404,398.71258,,,,,,,,
2010.5428,0.00409,399.10233,,,,,,,,
2010.6429,0.00415,399.10233,,,,,,,,
2010.7429,0.0042,399.49211,,,,,,,,
2010.8429,0.00422,399.95983,,,,,,,,
2010.9429,0.00424,400.1937,,,,,,,,
2011.0428,0.00429,400.58339,,,,,,,,
2011.1429,0.00433,400.97319,,,,,,,,
2011.2429,0.00436,401.12908,,,,,,,,
2011.3429,0.00442,401.28502,,,,,,,,
2011.4429,0.00447,401.59677,,,,,,,,
2011.5428,0.00453,401.75275,,,,,,,,
2011.6429,0.00454,402.06451,,,,,,,,
2011.7429,0.0046,402.37631,,,,,,,,
2011.8429,0.00464,402.68814,,,,,,,,
2011.9429,0.00468,402.84403,,,,,,,,
2012.0428,0.00471,403.0779,,,,,,,,
2012.1429,0.00474,403.15583,,,,,,,,
2012.2429,0.00482,403.46768,,,,,,,,
2012.3429,0.00484,403.85739,,,,,,,,
2012.4429,0.00488,404.01328,,,,,,,,
2012.5428,0.00495,404.16919,,,,,,,,
2012.6429,0.00499,404.24715,,,,,,,,
2012.7429,0.00504,404.63695,,,,,,,,
2012.8429,0.00505,404.79282,,,,,,,,
2012.9429,0.00509,405.18262,,,,,,,,
2013.0428,0.00514,405.41645,,,,,,,,
2013.1429,0.00519,405.80621,,,,,,,,
2013.2429,0.00523,405.65032,,,,,,,,
2013.3429,0.00528,405.88418,,,,,,,,
2013.4429,0.00533,406.19599,,,,,,,,
2013.5428,0.00533,406.5857,,,,,,,,
2013.6429,0.00541,407.20933,,,,,,,,
2013.7429,0.00544,407.36526,,,,,,,,
2013.8429,0.00547,407.36526,,,,,,,,
2013.9429,0.00552,407.83295,,,,,,,,
2014.0428,0.00555,408.22271,,,,,,,,
2014.1429,0.00561,408.53452,,,,,,,,
2014.2429,0.00565,408.53452,,,,,,,,
2014.3429,0.0057,408.6904,,,,,,,,
2014.4429,0.00576,408.92427,,,,,,,,
2014.5428,0.0058,409.08019,,,,,,,,
2014.6429,0.00581,409.1581,,,,,,,,
2014.7429,0.00584,409.54788,,,,,,,,
2014.8429,0.00591,409.62588,,,,,,,,
2014.9429,0.00595,410.01559,,,,,,,,
2015.0428,0.00599,410.32744,,,,,,,,
2015.1429,0.00603,410.56126,,,,,,,,
2015.2429,0.00608,410.71715,,,,,,,,
2015.3429,0.00613,410.56126,,,,,,,,
2015.4429,0.00617,410.95102,,,,,,,,
2015.5428,0.00622,411.18489,,,,,,,,
2015.6429,0.00625,411.41871,,,,,,,,
2015.7429,0.00628,411.57465,,,,,,,,
2015.8429,0.00631,411.57465,,,,,,,,
2015.9429,0.00636,412.04239,,,,,,,,
2016.0428,0.00642,412.27621,,,,,,,,
2016.1429,0.00646,412.66595,,,,,,,,
2016.2429,0.0065,412.97777,,,,,,,,
2016.3429,0.00656,413.13366,,,,,,,,
2016.4429,0.00659,413.44551,,,,,,,,
2016.5428,0.00661,413.6014,,,,,,,,
2016.6429,0.00665,413.83522,,,,,,,,
2016.7429,0.00672,414.225,,,,,,,,
2016.8429,0.00675,414.38089,,,,,,,,
2016.9429,0.00679,414.61476,,,,,,,,
2017.0428,0.00683,414.92658,,,,,,,,
2017.1429,0.00687,415.00452,,,,,,,,
2017.2429,0.00692,415.31632,,,,,,,,
2017.3429,0.00694,415.23839,,,,,,,,
2017.4429,0.00702,415.62815,,,,,,,,
2017.5428,0.00705,415.62815,,,,,,,,
2017.6429,0.00707,415.86197,,,,,,,,
2017.7429,0.00712,416.17382,,,,,,,,
2017.8429,0.00716,416.40764,,,,,,,,
2017.9429,0.00721,416.40764,,,,,,,,
2018.0428,0.00728,416.71946,,,,,,,,
2018.1429,0.00732,416.7974,,,,,,,,
2018.2429,0.00736,417.03127,,,,,,,,
2018.3429,0.00738,417.1872,,,,,,,,
2018.4429,0.00742,417.26509,,,,,,,,
2018.5428,0.00746,417.57694,,,,,,,,
2018.6429,0.00753,417.81076,,,,,,,,
2018.7429,0.00753,418.12259,,,,,,,,
2018.8429,0.0076,418.59032,,,,,,,,
2018.9429,0.00764,418.51234,,,,,,,,
2019.0428,0.00768,418.51234,,,,,,,,
2019.1429,0.00773,418.82415,,,,,,,,
2019.2429,0.00779,419.13595,,,,,,,,
2019.3429,0.0078,419.52571,,,,,,,,
2019.4429,0.00783,419.68164,,,,,,,,
2019.5428,0.00787,419.75958,,,,,,,,
2019.6429,0.00794,420.14938,,,,,,,,
2019.7429,0.00796,420.22727,,,,,,,,
2019.8429,0.00803,420.46114,,,,,,,,
2019.9429,0.00806,420.61707,,,,,,,,
2020.0428,0.00812,420.77296,,,,,,,,
2020.1429,0.00817,421.08476,,,,,,,,
2020.2429,0.00818,421.39657,,,,,,,,
2020.3429,0.00823,421.24065,,,,,,,,
2020.4429,0.00825,421.55246,,,,,,,,
2020.5428,0.00831,421.70835,,,,,,,,
2020.6429,0.00833,421.55246,,,,,,,,
2020.7429,0.00839,421.78632,,,,,,,,
2020.8429,0.00846,421.94221,,,,,,,,
2020.9429,0.00848,422.25402,,,,,,,,
2021.0428,0.00856,422.17608,,,,,,,,
2021.1429,0.00856,422.33202,,,,,,,,
2021.2429,0.00863,422.72175,,,,,,,,
2021.3429,0.00866,422.79971,,,,,,,,
2021.4429,0.00867,423.2674,,,,,,,,
2021.5428,0.00873,423.18947,,,,,,,,
2021.6429,0.00878,423.57925,,,,,,,,
2021.7429,0.00882,423.65716,,,,,,,,
2021.8429,0.00887,423.73514,,,,,,,,
2021.9429,0.00891,424.1249,,,,,,,,
2022.0428,0.00899,424.28081,,,,,,,,
2022.1429,0.00898,424.51463,,,,,,,,
2022.2429,0.00901,424.67052,,,,,,,,
2022.3429,0.00906,424.98235,,,,,,,,
2022.4429,0.00912,425.13826,,,,,,,,
2022.5428,0.00915,425.2942,,,,,,,,
2022.6429,0.0092,425.52802,,,,,,,,
2022.7429,0.00924,425.45009,,,,,,,,
2022.8429,0.00931,425.76189,,,,,,,,
2022.9429,0.00935,425.76189,,,,,,,,
2023.0428,0.00937,425.83982,,,,,,,,
2023.1429,0.00942,426.15165,,,,,,,,
2023.2429,0.00945,426.15165,,,,,,,,
2023.3429,0.00947,426.46345,,,,,,,,
2023.4429,0.00954,426.69727,,,,,,,,
2023.5428,0.00959,426.69727,,,,,,,,
2023.6429,0.00965,426.69727,,,,,,,,
2023.7429,0.00966,426.77527,,,,,,,,
2023.8429,0.00973,427.24296,,,,,,,,
2023.9429,0.00975,427.00914,,,,,,,,
2024.0428,0.00979,427.39883,,,,,,,,
2024.1429,0.00984,427.47683,,,,,,,,
2024.2429,0.00987,427.55477,,,,,,,,
2024.3429,0.00993,427.78864,,,,,,,,
2024.4429,0.00996,428.0225,,,,,,,,
2024.5428,0.01001,428.25633,,,,,,,,
2024.6429,0.01006,428.4902,,,,,,,,
2024.7429,0.0101,428.33428,,,,,,,,
2024.8429,0.01013,428.64609,,,,,,,,
2024.9429,0.01017,428.87995,,,,,,,,
2025.0428,0.01022,429.42563,,,,,,,,
2025.1429,0.01023,429.58152,,,,,,,,
2025.2429,0.01028,429.50358,,,,,,,,
2025.3429,0.01036,429.42563,,,,,,,,
2025.4429,0.01038,429.81534,,,,,,,,
2025.5428,0.01044,429.89332,,,,,,,,
2025.6429,0.01048,430.20514,,,,,,,,
2025.7429,0.01053,430.28308,,,,,,,,
2025.8429,0.01054,430.36103,,,,,,,,
2025.9429,0.01059,430.43901,,,,,,,,
2026.0428,0.01063,430.5169,,,,,,,,
2026.1429,0.01068,430.67283,,,,,,,,
2026.2429,0.01072,430.82872,,,,,,,,
2026.3429,0.01075,430.98468,,,,,,,,
2026.4429,0.01081,431.06259,,,,,,,,
2026.5428,0.01085,431.14057,,,,,,,,
2026.6429,0.01089,431.21851,,,,,,,,
2026.7429,0.01096,431.29646,,,,,,,,
2026.8429,0.01096,431.45237,,,,,,,,
2026.9429,0.01102,431.68622,,,,,,,,
2027.0428,0.01104,431.68622,,,,,,,,
2027.1429,0.01109,431.99802,,,,,,,,
2027.2429,0.01117,432.15396,,,,,,,,
2027.3429,0.0112,432.23185,,,,,,,,
2027.4429,0.01125,432.15396,,,,,,,,
2027.5428,0.01126,432.62165,,,,,,,,
2027.6429,0.01132,432.85552,,,,,,,,
2027.7429,0.01135,432.93345,,,,,,,,
2027.8429,0.01138,433.16732,,,,,,,,
2027.9429,0.01144,433.08934,,,,,,,,
2028.0428,0.0115,433.40114,,,,,,,,
2028.1429,0.01153,433.63501,,,,,,,,
2028.2429,0.01156,433.7909,,,,,,,,
2028.3429,0.01161,433.94684,,,,,,,,
2028.4429,0.01167,433.94684,,,,,,,,
2028.5428,0.01169,433.7909,,,,,,,,
2028.6429,0.01174,434.1027,,,,,,,,
2028.7429,0.01178,434.33657,,,,,,,,
2028.8429,0.01183,434.49246,,,,,,,,
2028.9429,0.01186,434.25859,,,,,,,,
2029.0428,0.01189,434.49246,,,,,,,,
2029.1429,0.01196,434.49246,,,,,,,,
2029.2429,0.012,434.80426,,,,,,,,
2029.3429,0.01204,434.6484,,,,,,,,
2029.4429,0.01207,434.72633,,,,,,,,
2029.5428,0.01214,434.88227,,,,,,,,
2029.6429,0.01214,435.19402,,,,,,,,
2029.7429,0.0122,435.27202,,,,,,,,
2029.8429,0.01225,435.11609,,,,,,,,
2029.9429,0.01228,435.34996,,,,,,,,
2030.0428,0.01234,435.50585,,,,,,,,
2030.1429,0.01236,435.50585,,,,,,,,
2030.2429,0.01243,435.97359,,,,,,,,
2030.3429,0.01248,435.89563,,,,,,,,
2030.4429,0.01251,436.05152,,,,,,,,
2030.5428,0.01254,436.05152,,,,,,,,
2030.6429,0.0126,436.05152,,,,,,,,
2030.7429,0.01263,436.36332,,,,,,,,
2030.8429,0.01265,436.59719,,,,,,,,
2030.9429,0.01271,436.59719,,,,,,,,
2031.0428,0.01276,436.59719,,,,,,,,
2031.1429,0.01279,436.6751,,,,,,,,
2031.2429,0.01285,436.98695,,,,,,,,
2031.3429,0.01287,437.14284,,,,,,,,
2031.4429,0.01291,437.29877,,,,,,,,
2031.5428,0.01294,437.29877,,,,,,,,
2031.6429,0.013,437.37671,,,,,,,,
2031.7429,0.01304,437.37671,,,,,,,,
2031.8429,0.01308,437.61058,,,,,,,,
2031.9429,0.01313,437.68851,,,,,,,,
2032.0428,0.01316,437.68851,,,,,,,,
2032.1429,0.01324,438.00033,,,,,,,,
2032.2429,0.01328,437.92233,,,,,,,,
2032.3429,0.0133,437.92233,,,,,,,,
2032.4429,0.01336,438.1562,,,,,,,,
2032.5428,0.01338,438.07827,,,,,,,,
2032.6429,0.01341,438.07827,,,,,,,,
2032.7429,0.01346,438.46803,,,,,,,,
2032.8429,0.01352,438.46803,,,,,,,,
2032.9429,0.01357,438.70189,,,,,,,,
2033.0428,0.0136,438.546,,,,,,,,
2033.1429,0.01363,438.62392,,,,,,,,
2033.2429,0.01368,438.77983,,,,,,,,
2033.3429,0.01373,439.09165,,,,,,,,
2033.4429,0.01376,439.09165,,,,,,,,
2033.5428,0.01382,439.40346,,,,,,,,
2033.6429,0.01384,439.32552,,,,,,,,
2033.7429,0.01389,439.40346,,,,,,,,
2033.8429,0.01395,439.48139,,,,,,,,
2033.9429,0.01397,439.79321,,,,,,,,
2034.0428,0.01404,439.87115,,,,,,,,
2034.1429,0.01406,439.79321,,,,,,,,
2034.2429,0.01411,439.87115,,,,,,,,
2034.3429,0.01413,439.87115,,,,,,,,
2034.4429,0.01418,440.02708,,,,,,,,
2034.5428,0.01424,439.94908,,,,,,,,
2034.6429,0.01426,439.94908,,,,,,,,
