param_type,param_name,out_u_bound,out_l_bound,in_u_bound,base,in_l_bound
output,g295_phi_2,1,0,0.6601252193165588,10,0.6546192772434656
output,g299_phi_1,1,0,0.3148779915358124,10,0.29587484521737917
output,g299_Phi,1,0,0.32868533698315094,10,0.3221158789739584
output,g299_phi_2,1,0,0.5387370661758051,10,0.5344195864921936
output,g300_phi_1,1,0,0.1435768321589961,10,0.11501107130045295
output,g300_Phi,1,0,0.4665117384861453,10,0.4551038356266988
output,g300_phi_2,1,0,0.5504240473163317,10,0.5361163482450788
output,g302_phi_1,1,0,0.0534242040693444,10,0.03096384237827522
output,g302_Phi,1,0,0.3549915029784812,10,0.3406820192459049
output,g302_phi_2,1,0,0.5626615607566102,10,0.5572665288699041
output,g303_phi_1,1,0,0.4108784164200866,10,0.4027942486409029
output,g303_Phi,1,0,0.3115843472043034,10,0.3007693407705492
output,g303_phi_2,1,0,0.6530291062720085,10,0.6461585698621123
output,g304_phi_1,1,0,0.17866045853816892,10,0.17117043490162082
output,g304_Phi,1,0,0.2431869241314716,10,0.23474500062805148
output,g304_phi_2,1,0,0.6471970836010158,10,0.6454320949049548
output,g306_phi_1,1,0,0.20701465868290023,10,0.1924001703601293
output,g306_Phi,1,0,0.41674033367636054,10,0.4111649737551878
output,g306_phi_2,1,0,0.5552516855222266,10,0.5510106015735105
output,g309_phi_1,1,0,0.324447085505086,10,0.2986566173911455
output,g309_Phi,1,0,0.36756090437285227,10,0.35694321958012987
output,g309_phi_2,1,0,0.6098504287739409,10,0.6071332043915666
output,g312_phi_1,1,0,0.4472820977569762,10,0.41710616739259293
output,g312_Phi,1,0,0.37604745204146633,10,0.3623693625010485
output,g312_phi_2,1,0,0.7007642719146717,10,0.6938148538894168
output,g313_phi_1,1,0,-0.2932224956131245,10,-0.4713017868077978
output,g313_Phi,1,0,0.40387515990939943,10,0.3980442268420141
output,g313_phi_2,1,0,0.47722257827815107,10,0.4653382298600882
