strain,strain_intervals,g14_phi_1,g14_Phi,g14_phi_2,g72_phi_1,g72_Phi,g72_phi_2,g95_phi_1,g95_Phi,g95_phi_2,g101_phi_1,g101_Phi,g101_phi_2,g207_phi_1,g207_Phi,g207_phi_2,g240_phi_1,g240_Phi,g240_phi_2,g262_phi_1,g262_Phi,g262_phi_2,g287_phi_1,g287_Phi,g287_phi_2,stress,average_strain,average_stress
0.0,0.0,1.2658,2.2196,4.1967,0.13336,2.8692,1.9777,1.6868,2.0104,3.4265,1.5743,2.4368,3.4355,1.9705,1.9091,3.8003,2.3345,2.429,3.7356,1.3507,2.3843,3.8078,2.1341,2.3941,3.6876,0.0,0.0,0.0
0.0029,0.0029,1.2764918068458304,2.226183736514191,4.22330071178543,0.12974459270059904,2.889752416805859,1.9783808897323336,1.7008950907855422,2.0061219089426805,3.453594162246947,1.6025898464231856,2.435935991635042,3.468201701867121,1.9774556036255806,1.899227062226637,3.8184670996396517,2.349864414317853,2.412484434290052,3.75647996920965,1.3747079447012616,2.3873421264221033,3.840846375913002,2.1552696144226964,2.380657394606618,3.71065742986969,334.85016633731567,0.0029,334.85016633731567
0.0058,0.0058,1.2780972444554382,2.2266239476572363,4.224553216711176,0.13169509927928344,2.890306268294482,1.975350437877275,1.7025205094698992,2.004917971475175,3.4525847588820526,1.600893242576535,2.4366973739132614,3.4694061952194635,1.9784545438391723,1.8975078695162695,3.8178764416518485,2.3512571904860424,2.4117076173019276,3.756315167456317,1.3781409799304714,2.389895814332968,3.843473565772449,2.156251185442916,2.3807714792456856,3.7091910711561185,355.9009310170096,0.0058,355.9009310170096
0.0087,0.0087,1.2790582214314905,2.226738759118723,4.225450255607571,0.13018393320583327,2.8905808450032473,1.9721192551719091,1.703993613239503,2.0035526309966984,3.451524346088292,1.5991826759481005,2.437466789633903,3.4704319885398327,1.9792421579362116,1.8958761611682757,3.8168047242619267,2.352527210793867,2.4109725950768994,3.75581611531808,1.3808937791491929,2.391990332792378,3.845572229671979,2.157062519485694,2.381109476635356,3.7075190305771386,369.5517609773721,0.0087,369.5517609773721
0.0116,0.0116,1.2799169930875667,2.2269415188703916,4.226318403890603,0.12952893268772497,2.8908007613977333,1.9694593498122002,1.7052608342266082,2.002499375239401,3.4506962521734277,1.5981375775868274,2.4381724522752837,3.471241991860985,1.979885163779078,1.894674997593722,3.81587473980158,2.3536955699246094,2.4104192395944057,3.755258847207284,1.3833526565231655,2.3940889938924923,3.8473579303750554,2.157797462804653,2.3815117996185204,3.70605779098197,372.9716328324494,0.0116,372.9716328324494
0.014499999999999999,0.014499999999999999,1.2806480443537358,2.2272789949074987,4.227166596186192,0.12845003066016628,2.8910291695959884,1.9670446824474728,1.7064932055901947,2.001689121486438,3.4499674669839244,1.5974425152290086,2.4388074878865567,3.4718984320876114,1.980362794582233,1.8937403174604037,3.815093737685184,2.3546680185964024,2.410004407276606,3.7546661785561146,1.3855570609517194,2.395998616714892,3.8489084248564787,2.158331628250416,2.3819115385082696,3.704798785995472,382.74122604642906,0.014499999999999999,382.74122604642906
0.0174,0.0174,1.2813498361274633,2.22731630025884,4.228074809036392,0.12530852683454285,2.8912340329629487,1.963431391023255,1.707785866739536,2.0005804242914365,3.4489249242941558,1.5960188299802938,2.4395181411074183,3.4726863638555057,1.9808222951698693,1.8923754585907762,3.8139389319746884,2.3555480720179314,2.409301985643029,3.7538077539702215,1.387943683670846,2.3980042073265317,3.8505101695041817,2.158542142601588,2.3823378212446995,3.7029100974421683,389.511845891932,0.0174,389.511845891932
0.0203,0.0203,1.2821625241892438,2.2274880127043093,4.2290424178868875,0.1229766724482016,2.8914306084436774,1.9600928620549654,1.7090908458605185,1.9995432200293202,3.4479498435840457,1.5947921281731636,2.440293093344395,3.473530844612569,1.9813384615375436,1.8911470024500585,3.8128331823820965,2.356461768948625,2.4086176352565465,3.7529315334516626,1.3905215363132775,2.4001484520416967,3.852139021952021,2.1587605315490714,2.3827889858692872,3.7009931093297808,395.9307508473576,0.0203,395.9307508473576
0.0232,0.0232,1.2829148415933629,2.227736211014871,4.229947154347965,0.12142049379909932,2.8916155956927168,1.9572776590287762,1.710302322461222,1.9986299341743294,3.4471201844805885,1.5938693599088136,2.440985500794216,3.474303940563128,1.9818341381732945,1.8901493457497764,3.811899279884154,2.357327067200225,2.4080240304168212,3.752180219476023,1.392856430629981,2.4021529765931313,3.853583905935218,2.15899838524252,2.383200584035247,3.699380487859604,401.9413048059451,0.0232,401.9413048059451
0.026099999999999998,0.026099999999999998,1.2837407086145958,2.228039024184737,4.230844901779677,0.12056140697764667,2.8917836523739444,1.9548586230206837,1.7114987238977837,1.9977699165650515,3.4464168771744923,1.5930608573984517,2.4416567962802445,3.475034086207857,1.9823084885407825,1.8892300674820868,3.8111075370891085,2.3581345880192646,2.407478129256474,3.7515134737092355,1.3949846806892006,2.40407143500682,3.8549231278161056,2.1593142713678337,2.3835998122747273,3.697920882288381,408.0877553162407,0.026099999999999998,408.0877553162407
0.028999999999999998,0.028999999999999998,1.284567662393605,2.228239307014275,4.231800116158205,0.1195277822109194,2.891988314978293,1.9522959790614498,1.7126404112164155,1.9968289104702008,3.445612369650038,1.5920283985729953,2.4423427838339813,3.4758074524740072,1.9827426879968515,1.888233231523783,3.810255953503049,2.358962641747856,2.406837532474644,3.750799207856446,1.3971244422081153,2.4060660238130342,3.8563200174557637,2.1595571088605925,2.383993879884251,3.6963287955298987,415.48323852010463,0.028999999999999998,415.48323852010463
0.0319,0.0319,1.2854346730686927,2.2284427566483997,4.232780488375144,0.1185259941093362,2.8922071283307225,1.9495775405546076,1.713806848063046,1.9958824124583048,3.444781637636299,1.5908146751285468,2.443098361677775,3.4766301817492975,1.9832200756019542,1.8871964510396406,3.8093710066487083,2.359841739988543,2.4061567572393834,3.750095496715266,1.3993271318187412,2.408162814827371,3.8578405570135503,2.1597914367047557,2.384367216234328,3.694643474966939,424.1038111334382,0.0319,424.1038111334382
0.0348,0.0348,1.2862404231325253,2.228679605009936,4.2337156017536826,0.11725129752496952,2.8924246250656056,1.9468006741250445,1.7150012761552802,1.9949471990466412,3.4439462075185476,1.5895279411830658,2.443854593798206,3.4774350474505327,1.9837325286139862,1.8861654823622562,3.8084548953673805,2.36078593445887,2.4054901847000627,3.7493687131287405,1.4015749957959256,2.4102569594324597,3.859409698807846,2.1600916158810226,2.3847310052655444,3.692970146469114,429.81617014681274,0.0348,429.81617014681274
